replicate,match,home_team,home_team_coefficient,home_team_city,home_team_association,away_team,away_team_coefficient,away_team_city,away_team_association,distance
2,104,SC Freiburg,19.0,Freiburg,GER,Arsenal,58.0,London,ENG,693.0
2,105,Brighton,18.635,Brighton,ENG,Hearts,6.53,Edinburgh,SCO,604.0
2,106,Brighton,18.635,Brighton,ENG,Barcelona,78.0,Barcelona,ESP,1065.0
2,107,Brighton,18.635,Brighton,ENG,AC Milan,49.0,Milan,ITA,914.0
2,108,Brighton,18.635,Brighton,ENG,Crvena zvezda,40.0,Belgrade,SRB,1673.0
2,109,Nice,17.0,Nice,FRA,Chelsea,96.0,London,ENG,1028.0
2,110,Nice,17.0,Nice,FRA,Atalanta,58.0,Bergamo,ITA,292.0
2,111,Nice,17.0,Nice,FRA,Fiorentina,24.0,Florence,ITA,321.0
2,112,Nice,17.0,Nice,FRA,Luzern,6.155,Luzern,SUI,380.0
2,113,Viktoria Plzeň,17.0,Plzeň,CZE,Bayern,126.0,Munich,GER,209.0
2,114,Viktoria Plzeň,17.0,Plzeň,CZE,Eintracht Frankfurt,57.0,Frankfurt,GER,315.0
2,115,Viktoria Plzeň,17.0,Plzeň,CZE,Slovan Bratislava,26.5,Bratislava,SVK,346.0
2,116,Viktoria Plzeň,17.0,Plzeň,CZE,Rijeka,12.0,Rijeka,CRO,503.0
2,117,Osasuna,15.922,Pamplona,ESP,Lyon,44.0,Lyon,FRA,611.0
2,118,Osasuna,15.922,Pamplona,ESP,Twente,11.42,Enschede,NED,1225.0
2,119,Osasuna,15.922,Pamplona,ESP,Slavia Praha,42.0,Prague,CZE,1469.0
2,120,Osasuna,15.922,Pamplona,ESP,RB Leipzig,87.0,Leipzig,GER,1420.0
2,121,Genk,13.0,Genk,BEL,PSV,43.0,Eindhoven,NED,53.0
2,122,Genk,13.0,Genk,BEL,Brighton,18.635,Brighton,ENG,399.0
2,123,Genk,13.0,Genk,BEL,Villarreal,68.0,Villarreal,ESP,1298.0
2,124,Genk,13.0,Genk,BEL,Hearts,6.53,Edinburgh,SCO,799.0
