run,average_distance_travelled_per_team,average_distance_travelled_per_game,total_distance_travelled,longest_distance_travelled_by_a_team,fixture_with_longest_distance
4330,5847,1319,210482,Olympiacos - 12117,KÍ Klaksvík (klaksvík) v Olympiacos (piraeus) - 3391.0
4331,5397,1205,194298,Bodø/Glimt - 11199,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
4332,4658,1047,167685,Benfica - 8026,CFR Cluj (cluj-napoca) v Benfica (lisbon) - 2796.0
4333,5005,1120,180197,Sevilla - 11402,Atlético de Madrid (madrid) v Bodø/Glimt (bodø) - 3186.0
4334,4603,1034,165707,Real Madrid - 8490,Fenerbahçe (istanbul) v Real Madrid (madrid) - 2739.0
4335,4871,1097,175344,Fenerbahçe - 8591,Fenerbahçe (istanbul) v Braga (braga) - 3103.0
4336,4781,1075,172109,FC Porto - 7350,Rangers (glasgow) v Crvena zvezda (belgrade) - 2124.0
4337,5131,1161,184727,Sevilla - 8836,Real Madrid (madrid) v HJK (helsinki) - 2948.0
4338,5388,1206,193955,Olympiacos - 11091,Beşiktaş (istanbul) v Real Betis (seville) - 3019.0
4339,6306,1418,227029,Qarabağ - 20990,Sporting CP (lisbon) v Qarabağ (baku) - 4968.0
4340,4853,1085,174707,Benfica - 8922,Dynamo Kyiv (bucharest) v Sevilla (seville) - 2788.0
4341,5210,1174,187561,Riga - 8752,FC Porto (porto) v Riga (riga) - 2916.0
4342,5121,1160,184373,Maccabi Haifa - 12066,Sevilla (seville) v Maccabi Haifa (haifa) - 3733.0
4343,5170,1177,186136,Galatasaray - 9391,Olympiacos (piraeus) v Rangers (glasgow) - 2872.0
4344,5126,1168,184535,APOEL - 11347,APOEL (nicosia) v FC Porto (porto) - 3694.0
4345,5862,1330,211014,APOEL - 12508,Rangers (glasgow) v APOEL (nicosia) - 3652.0
4346,5427,1211,195363,Bodø/Glimt - 12949,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
4347,4735,1071,170473,Bodø/Glimt - 9549,Bodø/Glimt (bodø) v Osasuna (pamplona) - 2886.0
4348,5621,1289,202370,Qarabağ - 14409,Sevilla (seville) v Qarabağ (baku) - 4767.0
4349,5090,1153,183248,APOEL - 13496,FC Porto (porto) v APOEL (nicosia) - 3694.0
4350,5056,1145,182025,Fenerbahçe - 11516,Bodø/Glimt (bodø) v Sevilla (seville) - 3562.0
4351,5588,1266,201186,Maccabi Haifa - 11856,FC Porto (porto) v Maccabi Haifa (haifa) - 3940.0
4352,5187,1161,186732,Galatasaray - 11502,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
4353,4826,1095,173745,Crvena zvezda - 8370,Shkupi (skopje) v Rangers (glasgow) - 2404.0
4354,5213,1178,187670,Sevilla - 9186,Lincoln Red Imps (gibraltar) v Galatasaray (istanbul) - 3013.0
4355,5193,1173,186964,APOEL - 9619,APOEL (nicosia) v Manchester United (manchester) - 3431.0
4356,5653,1274,203512,Ararat-Armenia - 11319,Ararat-Armenia (yerevan) v Sevilla (seville) - 4329.0
4357,5949,1342,214167,Qarabağ - 19356,Braga (braga) v Qarabağ (baku) - 4804.0
4358,5595,1256,201412,Bodø/Glimt - 12342,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
4359,5610,1253,201968,Fenerbahçe - 11735,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
4360,5455,1232,196380,Adana Demirspor - 12884,Adana Demirspor (adana) v Shamrock Rovers (dublin) - 3661.0
4361,4796,1118,172639,Sevilla - 9171,Ludogorets (razgrad) v Sevilla (seville) - 2814.0
4362,5754,1294,207135,Bodø/Glimt - 13507,AEK Larnaca (larnaca) v Bodø/Glimt (bodø) - 3805.0
4363,5195,1168,187006,Bodø/Glimt - 11266,Bodø/Glimt (bodø) v Benfica (lisbon) - 3495.0
4364,5548,1249,199733,Adana Demirspor - 10590,Chelsea (london) v Adana Demirspor (adana) - 3207.0
4365,4997,1117,179898,Sevilla - 9821,Beşiktaş (istanbul) v FC Porto (porto) - 3126.0
4366,4874,1124,175462,Sevilla - 8797,Riga (riga) v Sevilla (seville) - 3101.0
4367,6041,1376,217473,Bodø/Glimt - 10075,APOEL (nicosia) v Rangers (glasgow) - 3652.0
4368,5724,1293,206047,Qarabağ - 11986,Qarabağ (baku) v Celtic (glasgow) - 4240.0
4369,4717,1075,169803,Fenerbahçe - 9908,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
4370,4767,1081,171598,Galatasaray - 12015,Braga (braga) v Galatasaray (istanbul) - 3103.0
4371,4792,1087,172512,Sevilla - 8943,Sporting CP (lisbon) v CFR Cluj (cluj-napoca) - 2796.0
4372,5022,1119,180790,Sevilla - 10084,Zorya Luhansk (lublin) v Sevilla (seville) - 2718.0
4373,4964,1110,178718,Galatasaray - 8808,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
4374,5030,1165,181077,Galatasaray - 9304,Manchester United (manchester) v Galatasaray (istanbul) - 2703.0
4375,5006,1133,180226,Sevilla - 8383,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
4376,5484,1244,197431,Fenerbahçe - 10050,Celtic (glasgow) v Olympiacos (piraeus) - 2872.0
4377,5432,1242,195535,Olympiacos - 9606,Celtic (glasgow) v Olympiacos (piraeus) - 2872.0
4378,5306,1189,191026,Benfica - 11323,Benfica (lisbon) v Bodø/Glimt (bodø) - 3495.0
4379,5506,1249,198214,H. Beer Sheva - 13389,Bodø/Glimt (bodø) v H. Beer Sheva (beer sheva) - 4225.0
4380,5281,1203,190124,H. Beer Sheva - 12605,Sevilla (seville) v H. Beer Sheva (beer sheva) - 3776.0
4381,5834,1336,210011,Adana Demirspor - 13583,Bodø/Glimt (bodø) v Adana Demirspor (adana) - 3616.0
4382,5479,1224,197243,Galatasaray - 10001,Bodø/Glimt (bodø) v Villarreal (villarreal) - 3165.0
4383,5860,1318,210944,Sevilla - 9323,Galatasaray (istanbul) v Real Betis (seville) - 3019.0
4384,5187,1156,186731,Dynamo Kyiv - 12082,Benfica (lisbon) v Dynamo Kyiv (bucharest) - 2975.0
4385,6000,1333,215984,Neftçi - 18115,Neftçi (baku) v Rennes (rennes) - 4116.0
4386,5162,1165,185827,APOEL - 11617,APOEL (nicosia) v Rangers (glasgow) - 3652.0
4387,4819,1090,173483,Atlético de Madrid - 7959,HJK (helsinki) v Atlético de Madrid (madrid) - 2948.0
4388,5026,1129,180921,Dynamo Kyiv - 9094,Dynamo Kyiv (bucharest) v Braga (braga) - 2807.0
4389,4958,1119,178497,Sevilla - 9169,Galatasaray (istanbul) v Braga (braga) - 3103.0
4390,5871,1344,211348,Bodø/Glimt - 11118,Real Betis (seville) v Bodø/Glimt (bodø) - 3562.0
4391,5464,1229,196702,Braga - 9745,Beşiktaş (istanbul) v Braga (braga) - 3103.0
4392,5945,1335,214033,Adana Demirspor - 12111,Atlético de Madrid (madrid) v Adana Demirspor (adana) - 3380.0
4393,5226,1193,188123,Qarabağ - 12787,Qarabağ (baku) v Benfica (lisbon) - 4968.0
4394,5057,1141,182063,Dinamo Tbilisi - 13224,Atlético de Madrid (madrid) v Dinamo Tbilisi (tbilisi) - 4014.0
4395,5431,1212,195512,Fenerbahçe - 11370,Fenerbahçe (istanbul) v FC Porto (porto) - 3126.0
4396,6112,1384,220032,Qarabağ - 12218,Qarabağ (baku) v Benfica (lisbon) - 4968.0
4397,4983,1120,179388,Real Betis - 8613,Crvena zvezda (belgrade) v Sporting CP (lisbon) - 2530.0
4398,5795,1317,208636,Qarabağ - 16666,Sevilla (seville) v Qarabağ (baku) - 4767.0
4399,5406,1218,194619,AEK Larnaca - 11340,AEK Larnaca (larnaca) v Sporting CP (lisbon) - 3797.0
4400,5390,1208,194039,Benfica - 9295,Benfica (lisbon) v Bodø/Glimt (bodø) - 3495.0
4401,4808,1080,173080,Real Betis - 10319,Olympiacos (piraeus) v Real Betis (seville) - 2602.0
4402,5828,1294,209808,Maccabi Haifa - 13678,Benfica (lisbon) v Maccabi Haifa (haifa) - 3997.0
4403,5173,1179,186215,Flora Tallinn - 10248,Sevilla (seville) v Flora Tallinn (tallinn) - 3283.0
4404,4863,1113,175053,Real Betis - 9606,Legia Warszawa (warsaw) v Sevilla (seville) - 2668.0
4405,5891,1337,212060,H. Beer Sheva - 13685,Hearts (edinburgh) v H. Beer Sheva (beer sheva) - 4023.0
4406,5237,1186,188523,Fenerbahçe - 9126,Fenerbahçe (istanbul) v Rangers (glasgow) - 2912.0
4407,5342,1222,192305,Bodø/Glimt - 8297,Roma (rome) v Bodø/Glimt (bodø) - 2824.0
4408,5695,1285,205004,Fenerbahçe - 10659,Benfica (lisbon) v AEK Larnaca (larnaca) - 3797.0
4409,6116,1368,220175,Qarabağ - 16519,Real Betis (seville) v Qarabağ (baku) - 4767.0
4410,5704,1293,205347,FC Porto - 9894,Sporting CP (lisbon) v Fenerbahçe (istanbul) - 3237.0
4411,5430,1214,195467,Galatasaray - 12421,Sporting CP (lisbon) v Galatasaray (istanbul) - 3237.0
4412,5085,1155,183048,Bodø/Glimt - 9893,Real Madrid (madrid) v Bodø/Glimt (bodø) - 3186.0
4413,5628,1277,202598,Neftçi - 15729,Real Madrid (madrid) v Neftçi (baku) - 4466.0
4414,5155,1165,185564,Adana Demirspor - 12122,Adana Demirspor (adana) v Celtic (glasgow) - 3612.0
4415,5207,1165,187444,Beşiktaş - 12413,Benfica (lisbon) v Beşiktaş (istanbul) - 3237.0
4416,4981,1119,179301,Olympiacos - 8444,Celtic (glasgow) v Olympiacos (piraeus) - 2872.0
4417,5653,1294,203496,Qarabağ - 13672,Qarabağ (baku) v Braga (braga) - 4804.0
4418,5704,1298,205352,Maccabi Haifa - 11285,Maccabi Haifa (haifa) v Bodø/Glimt (bodø) - 4062.0
4419,5248,1196,188932,Qarabağ - 15436,Sporting CP (lisbon) v Qarabağ (baku) - 4968.0
4420,4968,1121,178853,Sevilla - 9668,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
4421,5839,1316,210200,Qarabağ - 15424,Sevilla (seville) v Qarabağ (baku) - 4767.0
4422,5890,1321,212029,Neftçi - 19199,Neftçi (baku) v Sevilla (seville) - 4767.0
4423,5029,1137,181049,Bodø/Glimt - 9860,Real Sociedad (san sebastián) v Bodø/Glimt (bodø) - 2838.0
4424,5330,1201,191866,Bodø/Glimt - 11602,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
4425,4719,1070,169897,Fenerbahçe - 8603,Fenerbahçe (istanbul) v Celtic (glasgow) - 2912.0
4426,5417,1213,195006,Qarabağ - 19192,Atlético de Madrid (madrid) v Qarabağ (baku) - 4466.0
4427,5829,1320,209843,Olympiacos - 10340,Sheriff (tiraspol) v Benfica (lisbon) - 3264.0
4428,4888,1111,175963,Galatasaray - 10075,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
4429,4833,1079,174001,Olympiacos - 9635,Benfica (lisbon) v Olympiacos (piraeus) - 2849.0
4430,5735,1291,206452,Maccabi Haifa - 10219,Maccabi Haifa (haifa) v Rangers (glasgow) - 3952.0
4431,5200,1192,187182,H. Beer Sheva - 13660,Manchester City (manchester) v H. Beer Sheva (beer sheva) - 3848.0
4432,5079,1159,182842,H. Beer Sheva - 13660,Manchester City (manchester) v H. Beer Sheva (beer sheva) - 3848.0
4433,4916,1102,176979,Fenerbahçe - 11964,Fenerbahçe (istanbul) v Celtic (glasgow) - 2912.0
4434,5017,1130,180616,Galatasaray - 9742,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
4435,5487,1237,197527,FC Porto - 10041,Galatasaray (istanbul) v KÍ Klaksvík (klaksvík) - 3329.0
4436,5753,1312,207109,Neftçi - 13598,Neftçi (baku) v Real Sociedad (san sebastián) - 4239.0
4437,5508,1234,198300,Bodø/Glimt - 12739,Benfica (lisbon) v Bodø/Glimt (bodø) - 3495.0
4438,4679,1056,168429,Sevilla - 9732,HJK (helsinki) v Sevilla (seville) - 3339.0
4439,5133,1157,184786,Rangers - 9187,AEK Athens (athens) v Rangers (glasgow) - 2873.0
4440,5522,1246,198785,Riga - 10392,Real Betis (seville) v Riga (riga) - 3101.0
4441,5611,1286,201993,Bodø/Glimt - 10364,Real Betis (seville) v Bodø/Glimt (bodø) - 3562.0
4442,5884,1324,211823,Galatasaray - 12363,Adana Demirspor (adana) v Celtic (glasgow) - 3612.0
4443,5786,1319,208314,APOEL - 11571,Benfica (lisbon) v Galatasaray (istanbul) - 3237.0
4444,5637,1272,202915,CSKA-Sofia - 10462,Sevilla (seville) v Dynamo Kyiv (bucharest) - 2788.0
4445,5562,1252,200239,Real Betis - 11478,FC Porto (porto) v Fenerbahçe (istanbul) - 3126.0
4446,4682,1049,168563,Atlético de Madrid - 8292,Slavia Praha (prague) v Sevilla (seville) - 2151.0
4447,5440,1204,195848,Bodø/Glimt - 12226,Bodø/Glimt (bodø) v Real Betis (seville) - 3562.0
4448,5537,1251,199336,Rangers - 10734,Maccabi Haifa (haifa) v Rangers (glasgow) - 3952.0
4449,5308,1200,191087,H. Beer Sheva - 13176,Aston Villa (birmingham) v H. Beer Sheva (beer sheva) - 3763.0
4450,5311,1202,191200,Aris Limassol - 10419,Aris Limassol (limassol) v Rangers (glasgow) - 3673.0
4451,5697,1289,205096,H. Beer Sheva - 12293,West Ham (london) v H. Beer Sheva (beer sheva) - 3625.0
4452,5060,1138,182154,Crvena zvezda - 8518,Olympiacos (piraeus) v Manchester City (manchester) - 2624.0
4453,5381,1206,193705,Fenerbahçe - 11359,Dynamo Kyiv (bucharest) v Sporting CP (lisbon) - 2975.0
4454,5092,1146,183300,Sevilla - 8871,Atlético de Madrid (madrid) v HJK (helsinki) - 2948.0
4455,5361,1207,192992,Sevilla - 8814,Sporting CP (lisbon) v Dynamo Kyiv (bucharest) - 2975.0
4456,5762,1282,207440,Fenerbahçe - 10342,Fenerbahçe (istanbul) v FC Porto (porto) - 3126.0
4457,4775,1098,171916,Bodø/Glimt - 7893,Bodø/Glimt (bodø) v Fiorentina (florence) - 2621.0
4458,5922,1350,213190,Qarabağ - 14190,Sporting CP (lisbon) v Pyunik (yerevan) - 4538.0
4459,5607,1256,201859,Adana Demirspor - 11294,Real Betis (seville) v APOEL (nicosia) - 3511.0
4460,5437,1224,195747,Bodø/Glimt - 11012,Benfica (lisbon) v Bodø/Glimt (bodø) - 3495.0
4461,4791,1091,172487,Sevilla - 7172,Olympiacos (piraeus) v Celtic (glasgow) - 2872.0
4462,5016,1130,180569,Fenerbahçe - 9041,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
4463,5599,1238,201571,H. Beer Sheva - 18056,H. Beer Sheva (beer sheva) v Rangers (glasgow) - 4078.0
4464,5992,1361,215714,Qarabağ - 17744,Real Madrid (madrid) v Qarabağ (baku) - 4466.0
4465,5793,1303,208553,Qarabağ - 16138,FC Porto (porto) v Qarabağ (baku) - 4831.0
4466,5453,1233,196310,Sevilla - 9626,Rangers (glasgow) v Galatasaray (istanbul) - 2912.0
4467,5360,1219,192949,Maccabi Haifa - 11870,Manchester City (manchester) v Maccabi Haifa (haifa) - 3728.0
4468,5155,1163,185589,Ararat-Armenia - 12586,Ararat-Armenia (yerevan) v Real Sociedad (san sebastián) - 3823.0
4469,5869,1317,211300,Qarabağ - 14699,Sevilla (seville) v Qarabağ (baku) - 4767.0
4470,6271,1400,225739,Qarabağ - 18272,Villarreal (villarreal) v Qarabağ (baku) - 4189.0
4471,4674,1054,168267,Real Madrid - 7786,Olympiacos (piraeus) v Benfica (lisbon) - 2849.0
4472,5250,1179,189008,Bodø/Glimt - 12050,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
4473,6230,1391,224266,Qarabağ - 18033,Qarabağ (baku) v Sporting CP (lisbon) - 4968.0
4474,4684,1065,168639,Fenerbahçe - 9661,Sporting CP (lisbon) v Fenerbahçe (istanbul) - 3237.0
4475,4878,1092,175624,Sevilla - 8116,Slovan Bratislava (bratislava) v Benfica (lisbon) - 2348.0
4476,4686,1060,168707,Sevilla - 9568,HJK (helsinki) v Sevilla (seville) - 3339.0
4477,4955,1125,178379,Sevilla - 9009,BATE Borisov (borisov) v Sevilla (seville) - 3212.0
4478,5121,1170,184373,H. Beer Sheva - 13548,H. Beer Sheva (beer sheva) v Bodø/Glimt (bodø) - 4225.0
4479,4769,1086,171692,Galatasaray - 9881,Real Betis (seville) v Galatasaray (istanbul) - 3019.0
4480,6205,1398,223369,H. Beer Sheva - 12747,H. Beer Sheva (beer sheva) v Rangers (glasgow) - 4078.0
4481,5530,1252,199082,Ararat-Armenia - 12315,Ararat-Armenia (yerevan) v Real Madrid (madrid) - 4037.0
4482,4894,1111,176199,Atlético de Madrid - 8627,Dynamo Kyiv (bucharest) v Sevilla (seville) - 2788.0
4483,5306,1203,191022,Olympiacos - 9880,Manchester United (manchester) v Olympiacos (piraeus) - 2624.0
4484,5349,1216,192577,Dinamo Tbilisi - 13788,Dinamo Tbilisi (tbilisi) v FC Porto (porto) - 4379.0
4485,4639,1056,167015,Olympiacos - 7962,Sporting CP (lisbon) v Olympiacos (piraeus) - 2849.0
4486,5838,1322,210151,Fenerbahçe - 10369,Sevilla (seville) v Levadia (tallinn) - 3283.0
4487,5675,1298,204315,H. Beer Sheva - 12445,Chelsea (london) v H. Beer Sheva (beer sheva) - 3625.0
4488,5444,1238,195970,Pyunik - 12563,Sevilla (seville) v Pyunik (yerevan) - 4329.0
4489,5153,1163,185501,Real Betis - 10087,Galatasaray (istanbul) v Newcastle (newcastle upon tyne) - 2723.0
4490,5732,1301,206345,Qarabağ - 15595,Benfica (lisbon) v Qarabağ (baku) - 4968.0
4491,6287,1413,226328,Qarabağ - 16068,Benfica (lisbon) v Qarabağ (baku) - 4968.0
4492,5004,1114,180159,Galatasaray - 9957,Arsenal (london) v Galatasaray (istanbul) - 2501.0
4493,5247,1186,188895,Sporting CP - 8416,Lincoln Red Imps (gibraltar) v Galatasaray (istanbul) - 3013.0
4494,5332,1200,191938,H. Beer Sheva - 13676,Benfica (lisbon) v H. Beer Sheva (beer sheva) - 4047.0
4495,5774,1304,207865,Bodø/Glimt - 12805,H. Beer Sheva (beer sheva) v Hearts (edinburgh) - 4023.0
4496,6052,1367,217856,Qarabağ - 15995,Qarabağ (baku) v Real Betis (seville) - 4767.0
4497,5007,1139,180264,Fenerbahçe - 10070,Lincoln Red Imps (gibraltar) v Fenerbahçe (istanbul) - 3013.0
4498,5201,1173,187219,Neftçi - 16710,Sevilla (seville) v Neftçi (baku) - 4767.0
4499,5288,1182,190351,Fenerbahçe - 11344,FC Porto (porto) v Fenerbahçe (istanbul) - 3126.0
4500,6253,1405,225112,Qarabağ - 18928,Benfica (lisbon) v Qarabağ (baku) - 4968.0
4501,5414,1227,194921,Víkingur Reykjavík - 11865,Crvena zvezda (belgrade) v Víkingur Reykjavík (reykjavík) - 3374.0
4502,5471,1230,196966,Galatasaray - 11304,Sporting CP (lisbon) v APOEL (nicosia) - 3765.0
4503,5594,1272,201391,Ordabasy - 17477,Ordabasy (shymkent) v Sevilla (seville) - 6258.0
4504,5340,1214,192237,Sevilla - 8980,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
4505,4586,1032,165089,Zorya Luhansk - 8241,Sevilla (seville) v Zorya Luhansk (lublin) - 2718.0
4506,5202,1168,187274,Sevilla - 9282,Real Sociedad (san sebastián) v Fenerbahçe (istanbul) - 2550.0
4507,5750,1296,206998,Galatasaray - 13078,Villarreal (villarreal) v Bodø/Glimt (bodø) - 3165.0
4508,5796,1305,208651,Neftçi - 13334,Neftçi (baku) v Real Betis (seville) - 4767.0
4509,5627,1267,202558,H. Beer Sheva - 12214,H. Beer Sheva (beer sheva) v Celtic (glasgow) - 4078.0
4510,5674,1267,204282,Bodø/Glimt - 13236,Bodø/Glimt (bodø) v Sporting CP (lisbon) - 3495.0
4511,5305,1207,190993,Qarabağ - 15241,Benfica (lisbon) v Qarabağ (baku) - 4968.0
4512,5346,1199,192461,APOEL - 14281,APOEL (nicosia) v Liverpool (liverpool) - 3475.0
4513,5417,1232,195008,Qarabağ - 13952,Qarabağ (baku) v Sevilla (seville) - 4767.0
4514,6130,1406,220672,Qarabağ - 14207,Rangers (glasgow) v Qarabağ (baku) - 4240.0
4515,5226,1161,188145,Galatasaray - 11795,Bodø/Glimt (bodø) v Braga (braga) - 3178.0
4516,5425,1208,195300,Qarabağ - 18902,Atlético de Madrid (madrid) v Qarabağ (baku) - 4466.0
4517,5262,1171,189429,Galatasaray - 12225,Galatasaray (istanbul) v Real Betis (seville) - 3019.0
4518,5183,1177,186578,Maccabi Haifa - 14237,Rangers (glasgow) v Maccabi Haifa (haifa) - 3952.0
4519,4988,1119,179571,Sporting CP - 10863,Galatasaray (istanbul) v Sporting CP (lisbon) - 3237.0
4520,5835,1311,210051,Bodø/Glimt - 13442,Bodø/Glimt (bodø) v Villarreal (villarreal) - 3165.0
4521,6859,1535,246925,Qarabağ - 18007,Benfica (lisbon) v Pyunik (yerevan) - 4538.0
4522,5660,1266,203775,H. Beer Sheva - 14239,Aston Villa (birmingham) v H. Beer Sheva (beer sheva) - 3763.0
4523,5635,1271,202877,Qarabağ - 14906,Qarabağ (baku) v Sevilla (seville) - 4767.0
4524,5885,1309,211868,Maccabi Haifa - 15374,Maccabi Haifa (haifa) v Sporting CP (lisbon) - 3997.0
4525,5005,1141,180196,Benfica - 9326,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
4526,5006,1125,180227,Sevilla - 9470,CFR Cluj (cluj-napoca) v Sevilla (seville) - 2636.0
4527,5588,1268,201176,H. Beer Sheva - 13560,Sevilla (seville) v H. Beer Sheva (beer sheva) - 3776.0
4528,5419,1212,195088,Fenerbahçe - 10389,Fenerbahçe (istanbul) v Real Betis (seville) - 3019.0
4529,6031,1390,217115,H. Beer Sheva - 11808,H. Beer Sheva (beer sheva) v FC Porto (porto) - 4001.0
4530,5993,1334,215743,H. Beer Sheva - 17751,Benfica (lisbon) v H. Beer Sheva (beer sheva) - 4047.0
4531,5581,1255,200906,Maccabi Haifa - 14512,Rangers (glasgow) v Maccabi Haifa (haifa) - 3952.0
4532,5298,1200,190744,Maccabi Haifa - 11095,Manchester City (manchester) v Maccabi Haifa (haifa) - 3728.0
4533,5814,1317,209291,APOEL - 15436,Rangers (glasgow) v Maccabi Haifa (haifa) - 3952.0
4534,5558,1266,200097,Maccabi Haifa - 11892,Maccabi Haifa (haifa) v Braga (braga) - 3925.0
4535,5438,1227,195778,Qarabağ - 17209,Sporting CP (lisbon) v Qarabağ (baku) - 4968.0
4536,5134,1159,184824,Galatasaray - 11101,Sheriff (tiraspol) v Sevilla (seville) - 3099.0
4537,5192,1163,186908,Galatasaray - 11886,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
4538,5218,1170,187838,Dynamo Kyiv - 9961,Dynamo Kyiv (bucharest) v Benfica (lisbon) - 2975.0
4539,5284,1193,190227,Galatasaray - 12451,Galatasaray (istanbul) v Bodø/Glimt (bodø) - 3054.0
4540,5923,1348,213224,Qarabağ - 17208,Braga (braga) v Qarabağ (baku) - 4804.0
4541,5789,1294,208387,Sheriff - 10268,Dinamo Tbilisi (tbilisi) v Atlético de Madrid (madrid) - 4014.0
4542,5331,1205,191904,Olympiacos - 9259,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
4543,4795,1081,172629,Galatasaray - 9145,Galatasaray (istanbul) v Real Betis (seville) - 3019.0
4544,5511,1258,198394,Qarabağ - 17058,Benfica (lisbon) v Qarabağ (baku) - 4968.0
4545,4758,1091,171286,H. Beer Sheva - 13763,H. Beer Sheva (beer sheva) v Celtic (glasgow) - 4078.0
4546,5731,1293,206300,Sevilla - 11032,Real Betis (seville) v Beşiktaş (istanbul) - 3019.0
4547,5315,1200,191340,Sevilla - 10528,HJK (helsinki) v Sevilla (seville) - 3339.0
4548,4881,1094,175728,Sevilla - 10686,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
4549,5219,1170,187888,Sevilla - 9297,Celtic (glasgow) v Olympiacos (piraeus) - 2872.0
4550,5854,1318,210759,Neftçi - 19430,Rangers (glasgow) v Neftçi (baku) - 4240.0
4551,4957,1113,178453,Benfica - 10786,Malmö FF (malmö) v Benfica (lisbon) - 2498.0
4552,5446,1243,196070,Galatasaray - 10855,Celtic (glasgow) v Galatasaray (istanbul) - 2912.0
4553,5362,1220,193043,Maccabi Haifa - 12560,Rangers (glasgow) v Maccabi Haifa (haifa) - 3952.0
4554,4871,1093,175365,Galatasaray - 8195,Braga (braga) v Galatasaray (istanbul) - 3103.0
4555,5274,1204,189853,Sevilla - 9298,Sevilla (seville) v Levadia (tallinn) - 3283.0
4556,5457,1230,196457,Galatasaray - 10809,Braga (braga) v Galatasaray (istanbul) - 3103.0
4557,5467,1249,196826,Galatasaray - 12208,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
4558,4880,1093,175665,Fenerbahçe - 9271,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
4559,5045,1129,181615,Sevilla - 11278,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
4560,6075,1376,218707,Fenerbahçe - 10789,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
4561,5112,1146,184039,Benfica - 10080,Sevilla (seville) v Olympiacos (piraeus) - 2602.0
4562,5324,1197,191655,Adana Demirspor - 10508,Adana Demirspor (adana) v Liverpool (liverpool) - 3453.0
4563,4920,1115,177108,Bodø/Glimt - 9410,Bodø/Glimt (bodø) v Barcelona (barcelona) - 2974.0
4564,4969,1120,178895,Fenerbahçe - 10255,Benfica (lisbon) v Beşiktaş (istanbul) - 3237.0
4565,5945,1333,214019,Neftçi - 19232,Neftçi (baku) v Sevilla (seville) - 4767.0
4566,5193,1179,186964,Galatasaray - 9418,Ludogorets (razgrad) v Benfica (lisbon) - 3011.0
4567,5393,1225,194161,Olympiacos - 10003,Real Betis (seville) v Flora Tallinn (tallinn) - 3283.0
4568,5642,1292,203101,APOEL - 11207,Maccabi Haifa (haifa) v Manchester City (manchester) - 3728.0
4569,5280,1191,190083,Olympiacos - 11024,Rangers (glasgow) v Olympiacos (piraeus) - 2872.0
4570,5432,1220,195550,APOEL - 11029,Sevilla (seville) v APOEL (nicosia) - 3511.0
4571,4736,1081,170478,Dynamo Kyiv - 9271,Flora Tallinn (tallinn) v Braga (braga) - 3023.0
4572,5297,1186,190681,Olympiacos - 9436,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
4573,5544,1238,199575,Galatasaray - 10621,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
